make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,country
SEAT,Ibiza,13900,Gas natural (CNG),2020.0,15,90.0,5,Manual,Blanco (Blanco solido),15,True,Madrid,Spain
HONDA,Civic,4500,Gasolina,1999.0,210000,125.0,2,Manual,Negro,6,False,Barcelona,Spain
MERCEDES-BENZ,Clase A,75900,Gasolina,2020.0,7890,421.0,5,Automático,Gris / Plata (MATE),18,True,Madrid,Spain
AUDI,S4,13800,Gasolina,2006.0,127747,344.0,5,Manual,Azul (*RIV*),34,True,Vizcaya,Spain
MERCEDES-BENZ,Clase C,28900,Diésel,2016.0,86000,170.0,2,Automático,Gris / Plata,11,True,Pontevedra,Spain
FORD,Fiesta,1489,Diésel,2004.0,180000,90.0,3,Manual,Gris / Plata,9,True,Barcelona,Spain
BMW,X6,32000,Diésel,2010.0,99000,306.0,5,Automático,Negro,22,True,Barcelona,Spain
FIAT,Tipo,20100,Gasolina,2020.0,0,120.0,5,Manual,Rojo,12,True,Tarragona,Spain
BMW,X6,23900,Diésel,2011.0,260000,306.0,5,Automático,Blanco,14,True,Navarra,Spain
HYUNDAI,i40,7990,Diésel,2017.0,182300,115.0,4,Manual,Negro,32,True,Madrid,Spain
BMW,X4,37999,Gasolina,2016.0,89000,360.0,5,Automático,Blanco,17,True,Sevilla,Spain
FORD,Fiesta,16900,Gas licuado (GLP),2020.0,10,75.0,5,Manual,Blanco,26,True,Lugo,Spain
BMW,X1,15000,Diésel,2011.0,135000,143.0,5,Manual,Marrón,9,False,León,Spain
AUDI,A6,25300,Diésel,2016.0,85000,150.0,4,Automático,Gris / Plata,10,True,Barcelona,Spain
HONDA,Civic,5500,Diésel,2008.0,195000,140.0,5,Manual,Rojo,53,True,Madrid,Spain
AUDI,A3,6900,Diésel,2009.0,240000,140.0,5,Automático,Negro,15,True,Madrid,Spain
CITROEN,C5,4900,Diésel,2011.0,235000,140.0,4,Manual,Azul,10,False,Toledo,Spain
OPEL,Corsa,7490,Gasolina,2014.0,64375,85.0,5,Manual,Gris / Plata,1,True,Valencia,Spain
VOLKSWAGEN,Touareg,14500,Diésel,2009.0,223000,240.0,5,Automático,Negro,12,True,Vizcaya,Spain
FORD,Ka+,5200,Gasolina,2017.0,98145,85.0,5,Manual,Negro,6,False,Madrid,Spain
CITROEN,Xsara,1250,Diésel,2003.0,190000,90.0,3,Manual,Rojo,5,False,Madrid,Spain
MERCEDES-BENZ,Clase A,21400,Gasolina,2018.0,41392,163.0,5,Automático,Rojo,44,True,Cádiz,Spain
MAZDA,CX-7,9990,Diésel,2012.0,159000,173.0,5,Manual,Rojo,31,True,Sevilla,Spain
SKODA,Octavia,17500,Diésel,2013.0,135000,170.0,5,Automático,Blanco,12,False,Barcelona,Spain
VOLKSWAGEN,Polo,7900,Diésel,2014.0,75563,75.0,5,Manual,Gris / Plata,15,True,Barcelona,Spain
RENAULT,Clio,15490,Gasolina,2020.0,9700,100.0,5,Manual,Gris / Plata (Tapicería Zen),36,True,Pontevedra,Spain
PEUGEOT,206,1200,Gasolina,1999.0,102000,90.0,3,Manual,Verde,4,False,Burgos,Spain
BMW,Serie 3,5890,Diésel,2008.0,219000,143.0,5,Manual,Negro,23,True,Valencia,Spain
OPEL,Corsa,1790,Diésel,2005.0,140000,70.0,5,Manual,Blanco,7,False,Baleares,Spain
VOLKSWAGEN,Golf,17990,Híbrido enchufable,2015.0,87150,204.0,5,Automático,Negro,20,True,Sevilla,Spain
VOLKSWAGEN,Tiguan,16500,Diésel,2016.0,40000,150.0,5,Manual,Negro,6,False,Baleares,Spain
BMW,Serie 1,16000,Diésel,2014.0,138000,184.0,3,Automático,Blanco,13,False,Ciudad Real,Spain
OPEL,Zafira Tourer,15990,Diésel,2015.0,85000,170.0,5,Automático,Blanco,13,False,Barcelona,Spain
BMW,Serie 3,22900,Diésel,2016.0,48000,190.0,4,Manual,Negro,16,False,Asturias,Spain
KIA,ceed,10850,Gasolina,2017.0,46273,100.0,5,Manual,Blanco,15,True,Alicante,Spain
SEAT,Ibiza,10990,Gasolina,2019.0,65693,95.0,5,Manual,Gris / Plata (Gris Pirineos),35,True,Madrid,Spain
FIAT,500X,12900,Diésel,2017.0,61000,120.0,5,Manual,888 Azul Venecia (metalizado),19,True,Asturias,Spain
BMW,Serie 7,7500,Diésel,2005.0,290000,258.0,4,Automático,Azul,9,False,Valencia,Spain
OPEL,Corsa,7990,Gasolina,2015.0,27990,90.0,5,Automático,Azul,18,True,Valencia,Spain
CITROEN,Spacetourer,26999,Diésel,2021.0,2,120.0,4,Manual,Blanco,0,True,Álava,Spain
OPEL,Corsa,15400,Gasolina,2020.0,15408,100.0,5,Manual,Gris / Plata,25,True,Valencia,Spain
FORD,Transit Custom,13900,Diésel,2017.0,90000,105.0,4,Manual,Blanco,15,True,Valencia,Spain
NISSAN,Primera,890,Diésel,1999.0,280000,90.0,5,Manual,Gris / Plata,6,False,Barcelona,Spain
VOLKSWAGEN,Golf,13800,Diésel,2014.0,40100,105.0,5,,Azul,5,False,Madrid,Spain
OPEL,Astra,3850,Gasolina,2009.0,103000,90.0,3,Manual,Blanco,14,False,Málaga,Spain
HONDA,Accord,5999,Diésel,2006.0,156000,140.0,4,Manual,Azul,13,True,Valladolid,Spain
OPEL,Vivaro,20500,Diésel,2018.0,71000,125.0,4,Manual,Gris / Plata,24,True,Málaga,Spain
LAND-ROVER,Range Rover Evoque,48900,Diésel,2020.0,26400,163.0,5,Automático,Blanco,9,True,Valencia,Spain
CITROEN,Grand C4 Picasso,15000,Diésel,2016.0,87563,120.0,5,Manual,Blanco,6,False,Madrid,Spain
MERCEDES-BENZ,Clase E,32990,Diésel,2017.0,120000,194.0,4,Automático,Gris / Plata,25,True,Lleida,Spain
CITROEN,Berlingo,3000,Diésel,2007.0,162300,92.0,5,Manual,Gris / Plata,6,False,Madrid,Spain
TOYOTA,Aygo,7500,Gasolina,2016.0,70829,69.0,5,Manual,Blanco,12,True,Barcelona,Spain
AUDI,Q2,18400,Diésel,2017.0,70000,116.0,5,Manual,Rojo,10,False,Granada,Spain
VOLKSWAGEN,Golf,10900,Diésel,2013.0,134000,105.0,5,Automático,Negro,8,True,Pontevedra,Spain
CITROEN,Jumper,14000,Diésel,2007.0,280000,100.0,4,Manual,Blanco,16,False,Zaragoza,Spain
FORD,Focus,8550,Diésel,2016.0,75000,120.0,5,Manual,Azul,10,True,Sevilla,Spain
OPEL,Grandland X,23900,Gasolina,2020.0,10,130.0,5,Manual,Gris / Plata (GRIS HIMALAYA),26,True,Barcelona,Spain
BMW,Serie 5,1500,Diésel,1999.0,180000,184.0,4,Automático,Azul,4,False,Granada,Spain
KIA,ceed,16100,Gasolina,2019.0,1,100.0,5,Manual,Lunar Silver (metalizado),6,True,Sevilla,Spain
VOLKSWAGEN,Tiguan,16999,Diésel,2013.0,120000,140.0,5,Manual,Blanco,39,True,Sevilla,Spain
SAAB,9-3,3000,Gasolina,2008.0,223800,200.0,4,Automático,Gris / Plata,18,True,Orense,Spain
AUDI,Q5,28500,Diésel,2017.0,135924,190.0,5,Automático,Blanco,6,True,Madrid,Spain
NISSAN,QASHQAI,8950,Gasolina,2011.0,98000,117.0,5,Manual,Violeta / Lila,15,True,Tarragona,Spain
CITROEN,Berlingo,5390,Diésel,2003.0,220000,90.0,5,Manual,Marrón,16,True,A Coruña,Spain
AUDI,A4,7450,Gasolina,2006.0,235000,255.0,5,Automático,Rojo,7,False,Álava,Spain
VOLKSWAGEN,Polo,8900,Diésel,2016.0,105000,90.0,5,Manual,Blanco,7,True,A Coruña,Spain
OPEL,Insignia,18400,Diésel,2018.0,34095,170.0,5,Automático,Azul,31,True,Valencia,Spain
NISSAN,JUKE,16970,Gasolina,2018.0,27570,112.0,5,Automático,Gris / Plata,23,True,Valencia,Spain
DACIA,Dokker,8900,Diésel,2018.0,59033,90.0,4,Manual,Blanco (MF01 Color blanco),22,True,Barcelona,Spain
DACIA,Duster,16700,Gasolina,2020.0,4,130.0,5,Manual,Beige,12,True,Badajoz,Spain
OPEL,Corsa,8300,Gasolina,2016.0,54808,75.0,5,Manual,Negro,29,True,Madrid,Spain
FORD,Tourneo Courier,12490,Gasolina,2016.0,47333,100.0,5,Manual,Negro,23,True,Tarragona,Spain
AUDI,A3,9850,Diésel,2010.0,160000,140.0,5,Manual,Azul (AZUL MAR),11,True,Barcelona,Spain
BMW,Serie 1,16500,Diésel,2018.0,44498,116.0,5,Manual,Gris / Plata (Plata),51,True,Burgos,Spain
OPEL,Zafira,12990,Diésel,2016.0,39000,120.0,5,Manual,Blanco,28,True,Valencia,Spain
VOLVO,XC60,34500,Diésel,2020.0,22150,150.0,5,Manual,Azul,17,True,Córdoba,Spain
BMW,Serie 1,6500,Diésel,2010.0,200000,115.0,5,Manual,Blanco,0,False,Cuenca,Spain
FORD,Fiesta,4700,Diésel,2009.0,119000,68.0,5,Manual,Granate,9,False,Valencia,Spain
BMW,Serie 3,17500,Diésel,2016.0,42000,116.0,4,Manual,Negro,21,True,Valencia,Spain
PEUGEOT,e-208,30990,Eléctrico,2020.0,1,136.0,5,Automático,Rojo,9,True,Valencia,Spain
PEUGEOT,308,19000,Diésel,2020.0,0,130.0,5,Manual,Gris / Plata (platinum),8,True,Murcia,Spain
TOYOTA,Yaris,5500,Gasolina,2014.0,89254,99.0,5,Automático,Gris / Plata,21,True,Valencia,Spain
FIAT,500,10000,Gasolina,2018.0,30000,69.0,3,Manual,Verde,34,True,Granada,Spain
VOLVO,XC60,53800,Diésel,2020.0,1,197.0,5,Automático,Azul (BURSTING BLUE),24,True,Álava,Spain
MERCEDES-BENZ,Clase GLA,22850,Diésel,2016.0,82000,136.0,5,Automático,Gris / Plata (PLOMO),11,True,Huelva,Spain
LAND-ROVER,Discovery Sport,24999,Diésel,2018.0,62373,150.0,5,Manual,Blanco,25,True,Sevilla,Spain
FIAT,500L,9990,Gasolina,2017.0,65900,95.0,5,Manual,Verde,8,True,Madrid,Spain
TOYOTA,Verso,14990,Diésel,2016.0,84000,112.0,5,Manual,Gris / Plata,50,True,Vizcaya,Spain
VOLKSWAGEN,Beetle,10900,Diésel,2014.0,85000,105.0,3,Manual,Blanco,7,False,A Coruña,Spain
SKODA,Octavia,30900,Diésel,2020.0,2,150.0,5,Automático,Gris / Plata (PERLA METALIZADO),36,True,Valladolid,Spain
HONDA,FR-V,3890,Diésel,2007.0,235000,140.0,5,Manual,Azul,18,True,Madrid,Spain
CITROEN,Jumpy,11600,Diésel,2017.0,151000,115.0,4,Manual,Blanco,8,True,Badajoz,Spain
NISSAN,Primera,700,Gasolina,1998.0,210000,100.0,4,Manual,Blanco,10,True,Badajoz,Spain
KIA,Picanto,9740,Gasolina,2019.0,11757,67.0,5,Manual,Blanco (CLEAR WHITE),13,True,Barcelona,Spain
PEUGEOT,5008,10990,Diésel,2014.0,138000,120.0,5,Manual,Blanco,26,True,Vizcaya,Spain
MERCEDES-BENZ,GLA,89900,Gasolina,2020.0,3500,421.0,5,Automático,Gris / Plata,12,True,Barcelona,Spain
BMW,Serie 3,9999,Diésel,2009.0,115000,143.0,4,Manual,Negro,12,False,Cantabria,Spain
MERCEDES-BENZ,Clase CLS,11000,Diésel,2009.0,185000,224.0,4,Automático,Negro,16,True,Barcelona,Spain
KIA,Sportage,11500,Diésel,2012.0,177537,115.0,5,Manual,Blanco,9,True,Badajoz,Spain
VOLKSWAGEN,Passat,28700,Diésel,2019.0,13500,150.0,4,Automático,Gris / Plata (Plata Pirita),8,True,Madrid,Spain
MERCEDES-BENZ,Clase C,33900,Diésel,2016.0,37000,170.0,2,Automático,Gris / Plata,42,True,Valencia,Spain
VOLKSWAGEN,Passat,13900,Diésel,2015.0,117420,120.0,4,Manual,Gris / Plata,36,True,Tarragona,Spain
PEUGEOT,108,6000,Gasolina,2014.0,88000,69.0,5,Manual,Blanco,10,True,Málaga,Spain
FIAT,Freemont,12700,Diésel,2014.0,99000,170.0,5,Automático,Blanco,10,False,Cádiz,Spain
PEUGEOT,5008,7990,Diésel,2012.0,99000,112.0,5,Manual,Gris / Plata,8,True,Sevilla,Spain
CITROEN,Berlingo,17500,Eléctrico,2018.0,20,67.0,5,Automático,Blanco,22,True,Murcia,Spain
MERCEDES-BENZ,Clase CLC,10800,Diésel,2008.0,84754,150.0,3,Manual,Negro (*BAR*),33,True,Madrid,Spain
PEUGEOT,Partner,9490,Diésel,2017.0,55000,100.0,5,Manual,Blanco,10,True,Valencia,Spain
AUDI,A3,27500,Gasolina,2019.0,3845,150.0,5,Manual,Azul,16,True,Granada,Spain
CITROEN,C4 Cactus,14600,Diésel,2018.0,61981,100.0,5,Manual,Gris / Plata,16,True,Valencia,Spain
OPEL,Astra,4395,Gasolina,2006.0,176900,140.0,5,Manual,Gris / Plata,19,False,Tarragona,Spain
MITSUBISHI,Outlander,31900,Gasolina,2019.0,5380,150.0,5,Automático,Gris / Plata,13,True,Madrid,Spain
AUDI,A3,18900,Diésel,2016.0,63000,110.0,5,Automático,Negro,18,True,Barcelona,Spain
VOLKSWAGEN,Polo,14900,Gasolina,2020.0,9999,95.0,5,Manual,4M4M Naranja Calatea (metalizado),18,True,Sevilla,Spain
VOLKSWAGEN,Passat,13850,Diésel,2015.0,60000,150.0,5,Automático,Gris / Plata (ALUMINIO REFLEX),17,True,Barcelona,Spain
MERCEDES-BENZ,Clase C,12800,Diésel,2015.0,264306,170.0,5,Manual,Gris / Plata,12,True,Málaga,Spain
BMW,Serie 5,24000,Diésel,2015.0,114200,258.0,5,Automático,Gris / Plata ( Sophistograu II Metallic),49,True,Madrid,Spain
VOLKSWAGEN,Passat,16500,Diésel,2015.0,103547,150.0,4,Automático,Azul,25,True,Málaga,Spain
RENAULT,Fluence,8990,Gasolina,2013.0,69500,110.0,4,Manual,Blanco,30,True,Vizcaya,Spain
SEAT,Ibiza,4300,Diésel,2010.0,164000,80.0,3,Manual,Blanco,9,False,Madrid,Spain
BMW,Serie 1,14390,Diésel,2016.0,65881,116.0,5,Manual,Blanco,18,True,Barcelona,Spain
MINI,MINI,13200,Diésel,2017.0,82000,116.0,3,Manual,Gris / Plata (B71 Moonwalk Grey Metalizada),4,True,Toledo,Spain
BMW,Serie 1,8499,Diésel,2009.0,166000,143.0,3,Manual,Azul,15,True,Burgos,Spain
RENAULT,Clio,15450,Gasolina,2020.0,18626,100.0,5,Manual,Marrón,13,True,Lleida,Spain
CITROEN,C3 Aircross,15900,Gasolina,2017.0,73913,110.0,5,Automático,Negro,20,True,Girona,Spain
BMW,Serie 5,5000,Diésel,2006.0,255000,163.0,4,Manual,Negro,16,True,Murcia,Spain
HYUNDAI,Kona,13000,Gasolina,2018.0,28700,120.0,5,Manual,Rojo,11,False,Sevilla,Spain
AUDI,A6,12999,Diésel,2013.0,268500,204.0,5,Automático,Blanco,54,True,Alicante,Spain
MERCEDES-BENZ,GLA,26500,Gasolina,2020.0,5000,136.0,5,Automático,Rojo,11,True,León,Spain
MERCEDES-BENZ,Clase C,9900,Diésel,2008.0,218700,170.0,5,Manual,Gris / Plata,9,True,Lugo,Spain
NISSAN,EVALIA,8500,Diésel,2013.0,211000,110.0,5,Manual,Beige,30,True,Zaragoza,Spain
VOLKSWAGEN,Passat,23000,Diésel,2016.0,90000,150.0,4,Manual,Gris / Plata,4,False,Albacete,Spain
OPEL,Zafira,12795,Gasolina,2017.0,67000,140.0,5,Manual,Rojo,9,True,A Coruña,Spain
PORSCHE,Panamera,88000,Diésel,2017.0,86000,422.0,5,Automático,Blanco,41,True,Valencia,Spain
HONDA,CR-V,7900,Diésel,2011.0,200000,150.0,5,Manual,Gris / Plata,10,True,Madrid,Spain
MERCEDES-BENZ,Clase CLA,25000,Diésel,2018.0,42000,136.0,4,Automático,Blanco,7,False,Alicante,Spain
NISSAN,X-TRAIL,24400,Diésel,2018.0,21863,130.0,5,Manual,Blanco,54,True,Valencia,Spain
OPEL,Crossland X,16300,Gasolina,2019.0,27000,130.0,5,Manual,Azul (BITONO BLANCO),28,True,Pontevedra,Spain
FIAT,500,9990,Gasolina,2019.0,19000,69.0,3,Manual,Gris / Plata,8,True,Tenerife,Spain
BMW,X5,37000,Diésel,2014.0,110000,313.0,5,Automático,Negro,15,True,Madrid,Spain
HYUNDAI,i20,4650,Gasolina,2009.0,91698,78.0,5,Manual,08 Ice Blue (metalizado),18,True,Zaragoza,Spain
PEUGEOT,308,10810,Diésel,2016.0,99727,100.0,5,Manual,Gris / Plata (Gris),18,True,Madrid,Spain
MASERATI,Ghibli,44999,Diésel,2017.0,82500,275.0,4,Automático,Gris / Plata (ANTRACITA),54,True,Alicante,Spain
HYUNDAI,TUCSON,20900,Diésel,2017.0,49900,141.0,5,Manual,Gris / Plata,14,True,Álava,Spain
BMW,X3,53500,Híbrido enchufable,2020.0,10000,292.0,5,Automático,A96 Mineralweiss (metalizada),16,True,Madrid,Spain
AUDI,A3,6400,Gasolina,2006.0,147000,115.0,3,Manual,Azul,12,False,Cáceres,Spain
PEUGEOT,208,17900,Gasolina,2020.0,8000,100.0,5,Manual,Azul (AZUL VERTIGO),14,True,Orense,Spain
MINI,MINI,17990,Gasolina,2017.0,57037,136.0,2,Manual,Marrón,33,True,Madrid,Spain
DS,DS 3 Crossback,24595,Gasolina,2021.0,1,100.0,5,Manual,Rojo,4,True,Barcelona,Spain
VOLVO,XC90,43990,Diésel,2018.0,69999,190.0,5,Automático,Azul,34,True,Sevilla,Spain
CITROEN,C4 Cactus,14990,Gasolina,2019.0,10,110.0,5,Manual,Blanco,20,True,Madrid,Spain
VOLKSWAGEN,Tiguan,14990,Diésel,2012.0,127058,140.0,5,Manual,Beige,31,True,Sevilla,Spain
MERCEDES-BENZ,Clase C,12000,Diésel,2010.0,160000,231.0,4,Automático,Blanco,0,False,Barcelona,Spain
NISSAN,QASHQAI,21900,Diésel,2019.0,15000,115.0,5,Manual,Gris / Plata,21,True,Sevilla,Spain
BMW,Serie 3,11500,Diésel,2009.0,190000,177.0,2,Manual,Negro,13,False,Valladolid,Spain
FORD,Focus,22900,Diésel,2019.0,9721,150.0,5,Automático,Blanco (sólido),25,True,Madrid,Spain
JAGUAR,F-Pace,33900,Diésel,2016.0,38250,180.0,5,Automático,Blanco,31,True,Madrid,Spain
RENAULT,Mégane,8700,Diésel,2016.0,36514,90.0,5,Manual,Blanco,0,True,Alicante,Spain
VOLKSWAGEN,Golf,19990,Gasolina,2019.0,17850,130.0,5,Manual,Gris / Plata,27,True,Barcelona,Spain
KIA,Sportage,15500,Diésel,2014.0,44000,115.0,5,Manual,Blanco,7,False,Barcelona,Spain
TOYOTA,Auris,11200,Híbrido,2014.0,84822,136.0,5,Automático,040 Blanco Classic (sÃ³lido),28,True,Las Palmas,Spain
MINI,MINI,16000,Gasolina,2018.0,34739,102.0,5,Manual,Blanco (PURE WHITE),19,True,Madrid,Spain
FORD,Focus,2400,Gasolina,2006.0,127000,100.0,3,Manual,Gris / Plata,7,True,Madrid,Spain
PEUGEOT,3008,24400,Gasolina,2019.0,28314,130.0,5,Manual,Azul,19,True,Valencia,Spain
FORD,Transit Custom,20490,Diésel,2016.0,59101,130.0,4,Manual,Gris / Plata (Oscuro),31,True,Madrid,Spain
MERCEDES-BENZ,Vito,4200,Diésel,2005.0,425000,150.0,4,Manual,Blanco,6,False,Barcelona,Spain
BMW,X6,25400,Diésel,2010.0,178000,306.0,5,Automático,Blanco,4,False,Barcelona,Spain
VOLKSWAGEN,Passat,27900,Diésel,2017.0,35280,190.0,5,Automático,Gris / Plata (met Pintura metalizada),37,True,Sevilla,Spain
MERCEDES-BENZ,Clase E,1700,Gasolina,1998.0,250000,136.0,4,Manual,Negro,3,False,Sevilla,Spain
SKODA,Superb,19900,Diésel,2018.0,20678,150.0,5,Automático,Negro,36,True,Madrid,Spain
VOLVO,XC40,33900,Diésel,2018.0,34000,190.0,5,Automático,Blanco,24,True,Murcia,Spain
ABARTH,500,17900,Gasolina,2019.0,2500,145.0,3,Manual,Azul (AZUL PODIO),12,True,La Rioja,Spain
RENAULT,Mégane,7000,Gasolina,2013.0,75000,115.0,5,Manual,Negro,8,True,Valencia,Spain
OPEL,Corsa,3800,Gasolina,2011.0,80000,85.0,3,Manual,Rojo,16,True,Sevilla,Spain
LEXUS,NX,23900,Híbrido,2016.0,104130,197.0,5,Automático,Marrón (MARRON),26,True,Barcelona,Spain
RENAULT,Clio,6990,Diésel,2017.0,139000,75.0,5,Manual,Blanco,29,True,Vizcaya,Spain
FORD,Focus,22500,Gasolina,2019.0,0,125.0,5,Manual,Blanco,3,True,Barcelona,Spain
VOLKSWAGEN,T-Cross,22900,Gasolina,2020.0,13000,115.0,5,Automático,0Q0Q Blanco Puro (uniforme),15,True,Madrid,Spain
DACIA,Sandero,9999,Gasolina,2017.0,24534,90.0,5,Manual,Negro,29,True,Barcelona,Spain
JEEP,Wrangler,59800,Gasolina,2020.0,1,270.0,5,Automático,Gris / Plata,25,True,Barcelona,Spain
FORD,Kuga,12500,Diésel,2012.0,110000,140.0,5,Manual,Blanco,21,True,Asturias,Spain
JEEP,Renegade,23450,Gasolina,2020.0,1,120.0,5,Manual,Negro (Carbon),19,True,Toledo,Spain
LAND-ROVER,Defender,22990,Diésel,2014.0,167058,122.0,4,Manual,Blanco,22,True,Valencia,Spain
FIAT,500,9400,Gasolina,2018.0,39380,69.0,3,Manual,Blanco,17,True,Pontevedra,Spain
BMW,Serie 3,5000,Gasolina,2000.0,210000,193.0,2,Manual,Azul,0,False,Madrid,Spain
CITROEN,Berlingo,950,Diésel,2001.0,322000,71.0,4,Manual,Gris / Plata,0,False,Ciudad Real,Spain
MERCEDES-BENZ,Clase E,18990,Gasolina,2014.0,188771,184.0,2,Manual,Negro,34,True,Barcelona,Spain
AUDI,A6,37900,Diésel,2016.0,140000,326.0,5,Automático,Gris / Plata,0,False,Alicante,Spain
NISSAN,JUKE,14300,Gasolina,2020.0,32120,112.0,5,Manual,Blanco,24,True,Álava,Spain
TOYOTA,C-HR,22900,Híbrido,2018.0,26000,122.0,5,Automático,Blanco (BLANCO),28,True,Barcelona,Spain
OPEL,Corsa,7800,Gasolina,2017.0,40500,90.0,5,Manual,Blanco,11,True,Baleares,Spain
BENTLEY,Continental GT,314710,Gasolina,2020.0,286,550.0,2,Automático,Gris / Plata,14,True,Madrid,Spain
AUDI,Q5,18700,Diésel,2012.0,107030,170.0,5,Automático,W1W1 Azul Lunar (metalizado),30,True,Madrid,Spain
HONDA,Civic,4450,Diésel,2006.0,237000,140.0,5,Manual,Negro,2,False,Girona,Spain
FIAT,Linea,2999,Diésel,2010.0,178000,90.0,4,Manual,Gris / Plata,7,True,Madrid,Spain
AUDI,A6,19650,Diésel,2014.0,31784,177.0,4,Automático,Gris / Plata,7,False,Málaga,Spain
CITROEN,C4 Cactus,12099,Gasolina,2015.0,10813,110.0,5,Manual,Gris / Plata,15,True,Madrid,Spain
MERCEDES-BENZ,Clase V,27900,Diésel,2017.0,188500,163.0,5,Automático,Negro,7,False,Barcelona,Spain
IVECO,Daily,6500,Diésel,2010.0,351000,106.0,4,Manual,Blanco,0,False,Badajoz,Spain
VOLKSWAGEN,Golf,14900,Diésel,2016.0,53044,110.0,5,Manual,Blanco,11,True,Cádiz,Spain
CITROEN,C4,23379,Gasolina,2020.0,2,130.0,5,Automático,Negro,12,True,Álava,Spain
HYUNDAI,TUCSON,27100,Híbrido,2020.0,15,116.0,5,Manual,Rojo,15,True,Alicante,Spain
AUDI,A4,9490,Gasolina,2009.0,159999,180.0,4,Automático,Azul,35,True,Málaga,Spain
MERCEDES-BENZ,Clase GLC,54900,Gasolina,2017.0,34000,367.0,5,Automático,Azul,13,True,Tenerife,Spain
LAND-ROVER,Range Rover Sport,86500,Diésel,2019.0,0,306.0,5,Automático,Gris / Plata,7,True,Barcelona,Spain
RENAULT,Zoe,19500,Eléctrico,2019.0,3303,92.0,5,Automático,Blanco (BLANCO GLACIAR),31,True,Vizcaya,Spain
MITSUBISHI,Outlander,25000,Híbrido enchufable,2016.0,44600,203.0,5,Automático,Negro,7,False,Madrid,Spain
HYUNDAI,i40,14980,Diésel,2017.0,91656,141.0,4,Manual,Blanco,11,True,Córdoba,Spain
SKODA,Citigo,8590,Gasolina,2019.0,1300,60.0,5,Manual,Gris / Plata,7,True,Tenerife,Spain
SEAT,Ibiza,1950,Diésel,2006.0,262000,80.0,5,Manual,Gris / Plata,9,False,Alicante,Spain
CITROEN,C1,8750,Gasolina,2018.0,81201,82.0,5,Manual,Blanco,20,True,Málaga,Spain
DODGE,Nitro,8500,Diésel,2008.0,169000,177.0,5,Manual,Negro,4,False,Burgos,Spain
FIAT,Fiorino,7400,Diésel,2016.0,45000,75.0,4,Manual,Blanco,15,True,Vizcaya,Spain
OPEL,Astra,24900,Gasolina,2020.0,1,145.0,5,Manual,Gris / Plata,22,True,Burgos,Spain
KIA,Picanto,9190,Gasolina,2019.0,14932,67.0,5,Manual,Negro,18,True,Madrid,Spain
MERCEDES-BENZ,Clase E,16500,Gasolina,2009.0,135000,388.0,2,Automático,Azul,9,False,Madrid,Spain
RENAULT,Mégane,8500,Diésel,2012.0,52000,110.0,5,Manual,Gris / Plata,22,True,Baleares,Spain
MERCEDES-BENZ,GLB,46695,Gasolina,2020.0,1,163.0,5,Automático,Gris / Plata (Gris Montaña),27,True,Madrid,Spain
SKODA,Fabia,12900,Gasolina,2020.0,6954,95.0,5,Manual,Gris / Plata,10,True,Barcelona,Spain
AUDI,A4,22200,Gasolina,2019.0,56208,150.0,4,Automático,Negro (A2A2 Negro Brillante),35,True,Madrid,Spain
BMW,Serie 1,5890,Gasolina,2005.0,164000,129.0,5,Manual,Negro,23,True,Vizcaya,Spain
VOLKSWAGEN,Caravelle,11990,Diésel,2007.0,237000,130.0,4,Manual,Gris / Plata,15,True,Alicante,Spain
VOLKSWAGEN,Tiguan,14890,Diésel,2015.0,143834,140.0,5,Manual,2T2T Negro Profundo (efecto perla),39,True,Valencia,Spain
RENAULT,Mégane,12990,Gasolina,2017.0,40000,130.0,5,Manual,Beige,17,True,Las Palmas,Spain
FORD,Fusion,2950,Diésel,2005.0,158000,68.0,5,Manual,Gris / Plata,9,True,Alicante,Spain
MERCEDES-BENZ,Clase GLA,21980,Diésel,2015.0,61000,136.0,5,Manual,Rojo,17,True,Las Palmas,Spain
NISSAN,X-TRAIL,28400,Diésel,2018.0,18670,177.0,5,Automático,Gris / Plata,30,True,Barcelona,Spain
RENAULT,Mégane,9990,Diésel,2016.0,151112,110.0,5,Manual,Gris / Plata,16,True,Badajoz,Spain
VOLVO,XC90,41300,Diésel,2018.0,68150,235.0,5,Automático,Gris / Plata (492 Gris Savile Metalizado),31,True,Madrid,Spain
CITROEN,C4 Cactus,14400,Gasolina,2020.0,14000,110.0,5,Manual,Gris / Plata (Gris),36,True,Madrid,Spain
SUZUKI,Across,51850,Híbrido enchufable,2020.0,0,306.0,5,Automático,Rojo,19,True,Madrid,Spain
TOYOTA,Corolla,21900,Híbrido,2019.0,13530,180.0,5,Automático,Bi-tono Rojo Emoción (met),16,True,Sevilla,Spain
AUDI,A3,27890,Diésel,2019.0,29155,150.0,5,Automático,Gris / Plata (Florete),37,True,Madrid,Spain
BMW,Serie 1,4800,Diésel,2005.0,192000,122.0,5,Manual,Rojo,8,True,Sevilla,Spain
PEUGEOT,5008,6600,Diésel,2010.0,194000,150.0,5,Manual,Azul,19,False,Madrid,Spain
BMW,X6,26900,Diésel,2011.0,139279,306.0,5,Automático,Blanco,22,True,Pontevedra,Spain
SKODA,Fabia,12500,Gasolina,2020.0,4844,95.0,5,Manual,Gris / Plata,15,True,La Rioja,Spain
